,input_texts,target_texts
8499,My wife is from Boston.,Η σύζυγός μου είναι από τη Βοστώνη.
8500,Nobody knows the truth.,Κανείς δεν ξέρει την αλήθεια.
8501,"Obviously, he is lying.","Προφανώς, λέει ψέματα."
8502,"Open your eyes, please.",Άνοιξε τα μάτια σου.
8503,Our dog dug up a skull.,Ο σκύλος μας ξέθαψε ένα κρανίο.
8504,Please teach me French.,"Σε παρακαλώ, δίδαξέ με Γαλλικά."
8505,Please teach me French.,"Σε παρακαλώ, μάθε μου Γαλλικά."
8506,Please teach me French.,"Σας παρακαλώ, διδάξτε με Γαλλικά."
8507,Please teach me French.,"Σας παρακαλώ, μάθετέ μου Γαλλικά."
8508,Practice makes perfect.,Κανείς δε γεννήθηκε μάστορας.
8509,Prove that you love me.,Αποδείξτε ότι μ' αγαπάτε.
8510,Prove that you love me.,Απόδειξε ότι μ' αγαπάς.
8511,Run as fast as you can.,Τρέχα όσο πιο γρήγορα μπορείς.
8512,Run as fast as you can.,Τρέξε όσο πιο γρήγορα μπορείς.
8513,Run as fast as you can.,Τρέξτε όσο πιο γρήγορα μπορείτε.
8514,She abandoned her sons.,Εγκατέλειψε τα παιδιά της.
8515,She can play the piano.,Ξέρει να παίζει πιάνο.
8516,She found him handsome.,Τον βρήκε όμορφο.
8517,She has three brothers.,Έχει τρεις αδερφούς.
8518,She is younger than me.,Είναι νεότερη από μένα.
8519,She is younger than me.,Είναι μικρότερη από μένα.
8520,She likes blue dresses.,Της αρέσουν τα μπλε φορέματα.
8521,She opened a new store.,Αυτή άνοιξε καινούργιο κατάστημα.
8522,She showed me her room.,Μου 'δειξε το δωμάτιό της.
8523,She showed me her room.,Μου έδειξε το δωμάτιό της.
8524,She was dressed in red.,Ήταν ντυμένη στα κόκκινα.
8525,She's smarter than him.,Είναι εξυπνότερη απ' αυτόν.
8526,She's smarter than him.,Είναι πιο έξυπνη απ' αυτόν.
8527,Simplicity is a virtue.,Η απλότητα είναι αρετή.
8528,Someone sent me a gift.,Κάποιος μου 'στειλε ένα δώρο.
8529,Someone sent me a gift.,Κάποιος μου έστειλε ένα δώρο.
8530,Spiders aren't insects.,Οι αράχνες δεν είναι έντομα.
8531,Take me to your leader.,Πήγαινε με στον αρχηγό σου.
8532,Teach us something new.,Δίδαξέ μας κάτι καινούριο.
8533,Teach us something new.,Διδάξτε μας κάτι καινούριο.
8534,Tell me about your job.,Πέστε μου για τη δουλειά σας.
8535,Tell me about your job.,Πείτε μου για τη δουλειά σας.
8536,Tell me about your job.,Πες μου για τη δουλειά σου.
8537,Tell me about your son.,Πες μου για τον γιο σου.
8538,Tell me about your son.,Πείτε μου για τον γιο σας.
8539,Tell me where it hurts.,Πείτε μου πού πονάει.
8540,Tell me where it hurts.,Πες μου πού πονάει.
8541,Tell me which you want.,Πες μου ποιο θέλεις.
8542,Tell me which you want.,Πείτε μου ποιο θέλετε.
8543,Tell me which you want.,Πες μου ποιον θέλεις.
8544,Tell me which you want.,Πες μου ποια θέλεις.
8545,Tell me which you want.,Πείτε μου ποιον θέλετε.
8546,Tell me which you want.,Πείτε μου ποια θέλετε.
8547,Tell me which you want.,Πείτε μου ποιους θέλετε.
8548,Tell me which you want.,Πείτε μου ποιες θέλετε.
8549,Tell me which you want.,Πες μου ποιους θέλεις.
8550,Tell me which you want.,Πες μου ποιες θέλεις.
8551,Thank you for the help.,Ευχαριστώ για τη βοήθειά σου.
8552,That boy's name is Tom.,Το όνομα εκείνου του παιδιού είναι Τομ.
8553,That boy's name is Tom.,Τ' όνομα εκείνου του παιδιού είναι Τομ.
8554,That won't be possible.,Αυτό δεν θα είναι δυνατόν.
8555,The cat drank her milk.,Η γάτα ήπιε το γάλα της.
8556,The key is on the desk.,Το κλειδί είναι στο γραφείο.
8557,The news made me happy.,Τα νέα με χαροποίησαν.
8558,The news made me happy.,Με χαροποίησαν τα νέα.
8559,The pen is on the desk.,Η πένα είναι πάνω στο γραφείο.
8560,The pen is on the desk.,Ο στυλός είναι πάνω στο γραφείο.
8561,The pen is on the desk.,Ο στυλός είναι πάνω στο θρανίο.
8562,The real heroes are us.,Οι αληθινοί ήρωες είμαστε εμείς.
8563,The room is very dirty.,Το δωμάτιο είναι πολύ βρόμικο!
8564,The situation is grave.,Η κατάσταση είναι σοβαρή.
8565,The situation worsened.,Η κατάσταση χειροτέρεψε.
8566,The wine was excellent.,Το κρασί ήταν εξαιρετικό.
8567,These are my favorites.,Αυτά είναι τ' αγαπημένα μου.
8568,These are my favorites.,Αυτά είναι τα αγαπημένα μου.
8569,These are my favorites.,Αυτές είναι οι αγαπημένες μου.
8570,These are my favorites.,Αυτές είν' οι αγαπημένες μου.
8571,These are my favorites.,Αυτοί είν' οι αγαπημένοι μου.
8572,These are my favorites.,Αυτοί είναι οι αγαπημένοι μου.
8573,These are our children.,Αυτά είναι τα παιδιά μας.
8574,These lemons are fresh.,Αυτά τα λεμόνια είναι φρέσκα.
8575,They hugged each other.,Αγκάλιασαν η μία την άλλη.
8576,They hugged each other.,Αγκάλιασαν ο ένας τον άλλο.
8577,They made many changes.,Έκαναν πολλές αλλαγές.
8578,They say love is blind.,Λένε πως ο έρωτας είναι τυφλός.
8579,They went to the beach.,Πήγαν στην παραλία.
8580,They're older than you.,Είναι μεγαλύτεροι από σένα.
8581,They're older than you.,Είναι μεγαλύτεροι από σας.
8582,They're older than you.,Είναι μεγαλύτερες από σένα.
8583,They're older than you.,Είναι μεγαλύτερες από σας.
8584,They're older than you.,Είναι μεγαλύτερα από σένα.
8585,They're older than you.,Είναι μεγαλύτερα από σας.
8586,This CD belongs to her.,Το CD είναι δικό της.
8587,This apple is very red.,Αυτό το μήλο είναι πολύ κόκκινο.
8588,This book is very good.,Αυτό το βιβλίο είναι πολύ καλό.
8589,This food is unhealthy.,Αυτή η τροφή είναι ανθυγιεινή.
8590,This is my best friend.,Αυτός είναι ο καλύτερός μου φίλος.
8591,This is my best friend.,Αυτή είναι η καλύτερή μου φίλη.
8592,This is my grandmother.,Αυτή είναι η γιαγιά μου.
8593,This road is dangerous.,Αυτός ο δρόμος είναι επικίνδυνος.
8594,This room is very warm.,Αυτό το δωμάτιο είναι πολύ ζεστό.
8595,Tom agreed immediately.,Ο Τομ συμφώνησε αμέσως.
8596,Tom agreed reluctantly.,Ο Τομ συμφώνησε διστακτικά.
8597,Tom and I are students.,Ο Τομ κι εγώ είμαστε μαθητές.
8598,Tom and I are students.,Ο Τομ κι εγώ είμαστε φοιτητές.
8599,Tom and I share a room.,Ο Τομ κι εγώ μοιραζόμαστε ένα δωμάτιο.
8600,Tom and Mary are awake.,Ο Τομ και η Μαίρη είναι ξύπνιοι.
8601,Tom and Mary have come.,Ο Τομ και η Μαίρη έχουν έρθει.
8602,Tom and Mary need help.,Ο Τομ και η Μαίρη χρειάζονται βοήθεια.
8603,Tom and Mary were busy.,Ο Τομ και η Μαίρη ήταν απασχολημένοι.
8604,Tom and Mary work hard.,Ο Τομ και η Μαίρη εργάζονται σκληρά.
8605,Tom and Mary work hard.,Ο Τομ και η Μαίρη δουλεύουν σκληρά.
8606,Tom bought Mary a beer.,Ο Τομ αγόρασε μια μπύρα στη Μαίρη.
8607,Tom bought Mary a gift.,Ο Τομ αγόρασε ένα δώρο στη Μαίρη.
8608,Tom broke three dishes.,Ο Τομ έσπασε τρία πιάτα.
8609,Tom buttoned his shirt.,Ο Τομ κούμπωσε το πουκάμισό του.
8610,Tom clenched his fists.,Ο Τομ έσφιξε τις γροθιές του.
8611,Tom congratulated Mary.,Ο Τομ συνεχάρη τη Μαίρη.
8612,Tom continued speaking.,Ο Τομ συνέχισε να μιλάει.
8613,Tom deserved the prize.,Ο Τομ άξιζε το βραβείο.
8614,Tom didn't kiss anyone.,Ο Τομ δε φίλησε κανέναν.
8615,Tom didn't kiss anyone.,Ο Τομ δε φίλησε καμία.
8616,Tom didn't poison Mary.,Ο Τομ δε δηλητηρίασε τη Μαίρη.
8617,Tom didn't want to die.,Ο Τομ δεν ήθελε να πεθάνει.
8618,Tom doesn't drive fast.,Ο Τομ δεν οδηγεί γρήγορα.
8619,Tom doesn't drive fast.,Δεν οδηγεί γρήγορα ο Τομ.
8620,Tom doesn't have a gun.,Ο Τομ δεν έχει όπλο.
8621,Tom doesn't sleep here.,Ο Τομ δεν κοιμάται εδώ.
8622,Tom doesn't trust Mary.,Ο Τομ δεν εμπιστεύεται τη Μαίρη.
8623,Tom drives an old Ford.,Ο Τομ οδηγεί ένα παλιό Φορντ.
8624,Tom fell into the well.,Ο Τομ έπεσε μες στο πηγάδι.
8625,Tom forgot to buy milk.,Ο Τομ ξέχασε ν' αγοράσει γάλα.
8626,Tom found Mary's diary.,Ο Τομ βρήκε το ημερολόγιο της Μαίρης.
8627,Tom gave Mary a banana.,Ο Τομ έδωσε μια μπανάνα στη Μαίρη.
8628,Tom gave Mary a banana.,Ο Τομ έδωσε στη Μαίρη μια μπανάνα.
8629,Tom gave Mary the keys.,Ο Τομ έδωσε τα κλειδιά στη Μαίρη.
8630,Tom gave Mary the keys.,Ο Τομ έδωσε στη Μαίρη τα κλειδιά.
8631,Tom had three children.,Ο Τομ είχε τρία παιδιά.
8632,Tom has a lot of debts.,Ο Τομ έχει πολλά χρέη.
8633,Tom has a twin brother.,Ο Τομ έχει ένα δίδυμο αδερφό.
8634,Tom has a twin brother.,Ο Τομ έχει δίδυμο αδερφό.
8635,Tom has gone to Boston.,Ο Τομ έχει πάει στη Βοστώνη.
8636,Tom has many strengths.,Ο Τομ έχει πολλές δυνάμεις.
8637,Tom hasn't arrived yet.,Ο Θωμάς δεν έχει φτάσει ακόμα.
8638,Tom hasn't paid us yet.,Ο Τομ δε μας έχει πληρώσει ακόμη.
8639,Tom heard Mary singing.,Ο Τομ άκουσε τη Μαίρη να τραγουδάει.
8640,Tom heard Mary's voice.,Ο Τομ άκουσε τη φωνή της Μαίρης.
8641,Tom held a seat for me.,Ο Τομ μου κράτησε μια θέση.
8642,Tom helped Mary escape.,Ο Τομ βοήθησε τη Μαίρη ν' αποδράσει.
8643,Tom helped Mary escape.,Ο Τομ βοήθησε τη Μαίρη να αποδράσει.
8644,Tom is a mathematician.,Ο Τομ είναι μαθηματικός.
8645,Tom is a soccer player.,Ο Τομ είναι ποδοσφαιριστής.
8646,Tom is dyeing his hair.,Ο Τομ βάφει τα μαλλιά του.
8647,Tom is good at cooking.,Ο Τομ είναι καλός στη μαγειρική.
8648,Tom is good at driving.,Ο Τομ είναι καλός στην οδήγηση.
8649,Tom is in his room now.,Ο Τομ είναι στο δωμάτιό του τώρα.
8650,Tom is learning French.,Ο Τομ μαθαίνει Γαλλικά.
8651,Tom is older than Mary.,Ο Τομ είναι μεγαλύτερος απ' τη Μαίρη.
8652,Tom is older than Mary.,Ο Τομ είναι μεγαλύτερος από τη Μαίρη.
8653,Tom is studying French.,Ο Τομ μελετάει Γαλλικά.
8654,Tom is studying French.,Ο Τομ διαβάζει Γαλλικά.
8655,Tom is talking to Mary.,Ο Τομ μιλάει στη Μαίρη.
8656,Tom is teaching French.,Ο Τομ διδάσκει Γαλλικά.
8657,Tom is waiting for you.,Ο Τομ σας περιμένει.
8658,Tom is waiting for you.,Ο Τομ σε περιμένει.
8659,Tom isn't a journalist.,Ο Τομ δεν είναι δημοσιογράφος.
8660,Tom isn't your brother.,Ο Τομ δεν είναι αδερφός σας.
8661,Tom isn't your brother.,Ο Τομ δεν είναι αδερφός σου.
8662,Tom just turned thirty.,Ο Τομ μόλις έκλεισε τα τριάντα.
8663,Tom knows I'm Canadian.,Ο Τομ γνωρίζει ότι είμαι Καναδός.
8664,Tom knows I'm Canadian.,Ο Τομ γνωρίζει ότι είμαι Καναδέζος.
8665,Tom knows I'm Canadian.,Ο Τομ γνωρίζει ότι είμαι Καναδή.
8666,Tom knows I'm Canadian.,Ο Τομ γνωρίζει ότι είμαι Καναδέζα.
8667,Tom knows I'm Canadian.,Ο Τομ το ξέρει πως είμαι Καναδός.
8668,Tom knows I'm Canadian.,Ο Τομ το ξέρει πως είμαι Καναδή.
8669,Tom knows I'm Canadian.,Ο Τομ το ξέρει πως είμαι Καναδέζος.
8670,Tom knows I'm Canadian.,Ο Τομ το ξέρει πως είμαι Καναδέζα.
8671,Tom left for Australia.,Ο Τομ έφυγε για την Αυστραλία.
8672,Tom left for Australia.,Ο Τομ έφυγε για Αυστραλία.
8673,Tom left the door open.,Ο Τομ άφησε την πόρτα ανοιχτή.
8674,Tom likes working hard.,Στον Τομ αρέσει να εργάζεται σκληρά.
8675,Tom likes working hard.,Στον Τομ αρέσει να δουλεύει σκληρά.
8676,Tom lives in Australia.,Ο Τομ ζει στην Αυστραλία.
8677,Tom lost all his money.,Ο Τομ έχασε όλα του τα λεφτά.
8678,Tom lost all his money.,Ο Τομ έχασε όλα του τα χρήματα.
8679,Tom made three changes.,Ο Τομ έκανε τρεις αλλαγές.
8680,Tom married a Canadian.,Ο Τομ παντρεύτηκε Καναδέζα.
8681,Tom married a Canadian.,Ο Τομ παντρεύτηκε μια Καναδέζα.
8682,Tom married a Canadian.,Ο Τομ παντρεύτηκε Καναδή.
8683,Tom married a Canadian.,Ο Τομ παντρεύτηκε μια Καναδή.
8684,Tom moved to Australia.,Ο Τομ μετακόμισε στην Αυστραλία.
8685,Tom never forgave Mary.,Ο Τομ ποτέ δεν συγχώρεσε τη Μαίρη.
8686,Tom never trusted Mary.,Ο Τομ ποτέ δεν εμπιστεύτηκε τη Μαίρη.
8687,Tom often lied to Mary.,Ο Τομ έλεγε συχνά ψέματα στη Μαίρη.
8688,Tom said he liked snow.,Ο Τομ είπε ότι του άρεσε το χιόνι.
8689,Tom said it was unfair.,Ο Τομ είπε πως ήταν άδικο.
8690,Tom says he needs help.,Ο Τομ λέει ότι χρειάζεται βοήθεια.
8691,Tom says he needs help.,Ο Τομ λέει πως χρειάζεται βοήθεια.
8692,Tom says he's Canadian.,Ο Τομ λέει πως είναι Καναδέζος.
8693,Tom says he's Canadian.,Ο Τομ λέει πως είναι Καναδός.
8694,Tom sent Mary a letter.,Ο Τομ έστειλε ένα γράμμα στη Μαίρη.
8695,Tom sent Mary a letter.,Ο Τομ έστειλε στη Μαίρη ένα γράμμα.
8696,Tom showed us his home.,Ο Τομ μας έδειξε το σπίτι του.
8697,Tom solved the mystery.,Ο Τομ έλυσε το μυστήριο.
8698,Tom speaks French well.,Ο Τομ μιλάει καλά τα Γαλλικά.
8699,Tom speaks French well.,Τα μιλάει καλά τα Γαλλικά ο Τομ.
8700,Tom speaks good French.,Ο Τομ μιλάει καλά Γαλλικά.
8701,Tom speaks good French.,Καλά Γαλλικά μιλάει ο Τομ.
8702,Tom spoke to the crowd.,Ο Τομ μίλησε στο πλήθος.
8703,Tom started the engine.,Ο Τομ έβαλε μπρος τη μηχανή.
8704,Tom still writes poems.,Ο Τομ ακόμη γράφει ποιήματα.
8705,Tom stole Mary's watch.,Ο Τομ έκλεψε το ρολόι της Μαίρης.
8706,Tom stole a police car.,Ο Τομ έκλεψε ένα περιπολικό.
8707,Tom studied at Harvard.,Ο Τομ σπούδασε στο Χάρβαρντ.
8708,Tom studies at Harvard.,Ο Τομ σπουδάζει στο Χάρβαρντ.
8709,Tom teaches at Harvard.,Ο Τομ διδάσκει στο Χάρβαρντ.
8710,Tom told us some jokes.,Ο Τομ μας είπε μερικά αστεία.
8711,Tom traveled to Boston.,Ο Τομ ταξίδεψε στη Βοστώνη.
8712,Tom tried to kill Mary.,Ο Τομ προσπάθησε να σκοτώσει τη Μαίρη.
8713,Tom tried to kill Mary.,Ο Τομ αποπειράθηκε να σκοτώσει τη Μαίρη.
8714,Tom tried to kiss Mary.,Ο Τομ προσπάθησε να φιλήσει τη Μαίρη.
8715,Tom understands French.,Ο Τομ καταλαβαίνει Γαλλικά.
8716,Tom understands French.,Καταλαβαίνει Γαλλικά ο Τομ.
8717,Tom usually eats alone.,Ο Τομ συνήθως τρώει μόνος του.
8718,Tom wants to stay here.,Ο Τομ θέλει να μείνει εδώ.
8719,Tom was Mary's teacher.,Ο Τομ ήταν ο δάσκαλος της Μαίρης.
8720,Tom was born in Boston.,Ο Τομ γεννήθηκε στη Βοστώνη.
8721,Tom was my best friend.,Ο Τομ ήταν ο καλύτερός μου φίλος.
8722,Tom was wearing a mask.,Ο Τομ φορούσε μια μάσκα.
8723,Tom was wearing a mask.,Ο Τομ φορούσε μάσκα.
8724,Tom wasn't busy at all.,Ο Τομ δεν ήταν καθόλου απασχολημένος.
8725,Tom wasn't complaining.,Ο Τομ δεν παραπονιόταν.
8726,Tom wasn't complaining.,Δεν παραπονιόταν ο Τομ.
8727,Tom wasn't in his room.,Ο Τομ δεν ήταν στο δωμάτιό του.
8728,Tom will be happy here.,Ο Τομ θα είναι ευτυχισμένος εδώ.
8729,Tom will challenge you.,Ο Τομ θα σε προκαλέσει.
8730,Tom will challenge you.,Ο Τομ θα σας προκαλέσει.
8731,Tom will challenge you.,Θα σε προκαλέσει ο Τομ.
8732,Tom will challenge you.,Θα σας προκαλέσει ο Τομ.
8733,Tom will stay with you.,Ο Τομ θα μείνει μαζί σας.
8734,Tom will stay with you.,Ο Τομ θα μείνει μαζί σου.
8735,Tom's wife is Canadian.,Η σύζυγος του Τομ είναι Καναδή.
8736,Tom's wife is Canadian.,Η σύζυγος του Τομ είναι Καναδέζα.
8737,"Tom, come here quickly!","Τομ, έλα εδώ γρήγορα!"
8738,"Tom, come here quickly!","Τομ, έλα γρήγορα εδώ!"
8739,Wait for me in the car.,Περίμενέ με μες στο αμάξι.
8740,Wait for me in the car.,Περίμενέ με μες στο αυτοκίνητο.
8741,Wait for me in the car.,Περιμένετέ με μέσα στ' αμάξι.
8742,Wait for me in the car.,Περιμένετέ με μέσα στ' αυτοκίνητο.
8743,We all agreed with Tom.,Όλοι συμφωνήσαμε με τον Τομ.
8744,We all have our orders.,Όλοι έχουμε τις διαταγές μας.
8745,We are learning Arabic.,Μαθαίνουμε Αραβικά.
8746,We aren't always right.,Δεν έχουμε πάντοτε δίκιο.
8747,We didn't win the game.,Δεν κερδίσαμε το παιχνίδι.
8748,We exchanged greetings.,Ανταλλάξαμε χαιρετισμούς.
8749,We have no place to go.,Δεν έχουμε πού να πάμε.
8750,We have three children.,Έχουμε τρία παιδιά.
8751,We have to talk to Tom.,Πρέπει να μιλήσουμε στον Τομ.
8752,We know you're in pain.,Το ξέρουμε ότι πονάτε.
8753,We know you're in pain.,Το ξέρουμε ότι πονάς.
8754,We lost a lot of money.,Χάσαμε πολλά χρήματα.
8755,We lost a lot of money.,Χάσαμε πολλά λεφτά.
8756,We made a huge mistake.,Κάναμε ένα τεράστιο λάθος.
8757,We made a lot of noise.,Κάναμε πολύ θόρυβο.
8758,We often make mistakes.,Κάνουμε συχνά λάθη.
8759,We often make mistakes.,Συχνά κάνουμε λάθη.
8760,We saw a flying saucer.,Είδαμε ένα UFO.
8761,We stopped at the gate.,Σταματήσαμε στην πύλη.
8762,We trust your judgment.,Εμπιστευόμαστε την κρίση σας.
8763,We trust your judgment.,Εμπιστευόμαστε την κρίση σου.
8764,We use a lot of things.,Χρησιμοποιούμε πολλά πράγματα.
8765,We want to be the best.,Θέλουμε να είμαστε οι καλύτεροι.
8766,We want to be the best.,Θέλουμε να είμαστε οι καλύτερες.
8767,We want to be the best.,Θέλουμε να 'μαστε οι καλύτεροι.
8768,We want to be the best.,Θέλουμε να 'μαστε οι καλύτερες.
8769,We want to do it right.,Θέλουμε να το κάνουμε σωστά.
8770,We were both very busy.,Ήμαστε και οι δύο πολύ απασχολημένες.
8771,We were both very busy.,Ήμασταν και οι δύο πολύ απασχολημένες.
8772,We were both very busy.,Ήμασταν και οι δύο πολύ απασχολημένοι.
8773,We were both very busy.,Ήμαστε και οι δύο πολύ απασχολημένοι.
8774,We would like to leave.,Θα θέλαμε να φύγουμε.
8775,We're both very hungry.,Είμαστε και οι δυο πολύ πεινασμένοι.
8776,We're both very hungry.,Είμαστε και οι δυο πολύ πεινασμένες.
8777,We're both very hungry.,Και οι δύο πεινάμε πολύ.
8778,We're friends of Tom's.,Είμαστε φίλοι του Τομ.
8779,We're friends of Tom's.,Είμαστε φίλες του Τομ.
8780,We're heading up north.,Κινούμαστε προς τα βόρεια.
8781,We're heading up north.,Κινούμαστε προς το Βορρά.
8782,We're not always right.,Δεν έχουμε πάντοτε δίκιο.
8783,We're not disappointed.,Δεν είμαστε απογοητευμένοι.
8784,We're not disappointed.,Δεν είμαστε απογοητευμένες.
8785,We're not millionaires.,Δεν είμαστε εκατομμυριούχοι.
8786,We're not your parents.,Δεν είμαστε οι γονείς σας.
8787,We're not your parents.,Δεν είμαστε οι γονείς σου.
8788,We're watching a movie.,Βλέπουμε ταινία.
8789,We're watching a movie.,Βλέπουμε μια ταινία.
8790,Wear whatever you want.,"Φόρα ό,τι θες."
8791,Wear whatever you want.,"Φόρα ό,τι θέλεις."
8792,Wear whatever you want.,"Φορέστε ό,τι θέλετε."
8793,Weddings are expensive.,Οι γάμοι είναι ακριβοί.
8794,Were you talking to me?,Σε μένα μιλούσες;
8795,Were you talking to me?,Σε μένα μιλούσατε;
8796,What beautiful flowers!,Τι ωραία λουλούδια!
8797,What can I do about it?,Τι μπορώ να κάνω γι' αυτό;
8798,What can we do for Tom?,Τι μπορούμε να κάνουμε για τον Τομ;
8799,What can we do for you?,Τι μπορούμε να κάνουμε για σας;
8800,What can we do for you?,Τι μπορούμε να κάνουμε για σένα;
8801,What do you have there?,Τι έχετε εκεί;
8802,What do you mean by it?,Τι εννοείς μ' αυτό;
8803,What'll they do to you?,Τι θα σου κάνουν;
8804,What'll they do to you?,Τι θα σας κάνουν;
8805,What're you doing here?,Τι κάνεις εδώ;
8806,What's happened to Tom?,Τι συνέβη στον Τομ;
8807,What's happened to you?,Τι σας συνέβη;
8808,What's your occupation?,Ποιο είναι το επάγγελμά σου;
8809,What's your occupation?,Ποιο είναι το επάγγελμά σας;
8810,When do you eat dinner?,Πότε τρως βραδινό;
8811,When do you eat dinner?,Πότε τρώτε βραδινό;
8812,Where are Tom and Mary?,Πού είναι ο Τομ και η Μαίρη;
8813,Where is the newspaper?,Πού 'ναι η εφημερίδα;
8814,Where is the newspaper?,Πού είναι η εφημερίδα;
8815,Where was Tom tortured?,Πού βασανίστηκε ο Τομ;
8816,Where were you in 2003?,Πού ήσουν το 2013;
8817,Where were you in 2003?,Πού ήσαστε το 2013;
8818,Where were you in 2003?,Πού ήσασταν το 2003;
8819,Where were you sitting?,Πού καθόσουν;
8820,Where were you sitting?,Πού καθόσασταν;
8821,Which solution is best?,Ποια λύση είναι καλύτερη;
8822,Who are you talking to?,Σε ποιον μιλάς;
8823,Who are you talking to?,Σε ποιον μιλάτε;
8824,Who are you talking to?,Σε ποιους μιλάς;
8825,Who are you talking to?,Σε ποιες μιλάς;
8826,Who are you talking to?,Σε ποιους μιλάτε;
8827,Who are you talking to?,Σε ποιες μιλάτε;
8828,Who discovered America?,Ποιος ανακάλυψε την Αμερική;
8829,Who invented the piano?,Ποιός εφηύρε το πιάνο;
8830,Who teaches you French?,Ποιος σε διδάσκει Γαλλικά;
8831,Who teaches you French?,Ποιος σας διδάσκει Γαλλικά;
8832,Who teaches you French?,Ποιος σου μαθαίνει Γαλλικά;
8833,Who teaches you French?,Ποιος σας μαθαίνει Γαλλικά;
8834,Whose computer is this?,Ποιανού είν' αυτός ο υπολογιστής;
8835,Whose computer is this?,Ποιανού είν' αυτό το κομπιούτερ;
8836,Whose computer is this?,Ποιανού είναι αυτός ο ηλεκτρονικός υπολογιστής;
8837,Why are they so afraid?,Γιατί φοβούνται τόσο πολύ;
8838,Why are you doing this?,Γιατί το κάνεις αυτό;
8839,Why are you so popular?,Γιατί είσαι τόσο δημοφιλής;
8840,Why is Tom hounding me?,Γιατί με κυνηγάει ο Τομ;
8841,Will you drive me home?,Θα με πας σπίτι;
8842,Yesterday was Thursday.,Χτες ήταν Πέμπτη.
8843,You are my best friend.,Είσαι ο καλύτερός μου φίλος.
8844,You are my best friend.,Είστε ο καλύτερός μου φίλος.
8845,You are my best friend.,Είσαι η καλύτερή μου φίλη.
8846,You are my best friend.,Είστε η καλύτερή μου φίλη.
8847,You are taller than me.,Είσαι ψηλότερος από μένα.
8848,You are taller than me.,Είσαι ψηλότερη από μένα.
8849,You are taller than me.,Είστε ψηλότεροι από μένα.
8850,You are taller than me.,Είστε ψηλότερες από μένα.
8851,You are taller than me.,Είστε ψηλότερος από μένα.
8852,You are taller than me.,Είστε ψηλότερη από μένα.
8853,You are very beautiful.,Είσαι πολύ όμορφος.
8854,You are very beautiful.,Είσαι πολύ όμορφη.
8855,You have three choices.,Έχεις τρεις επιλογές.
8856,You have three choices.,Έχετε τρεις επιλογές.
8857,You left the door open.,Άφησες την πόρτα ανοιχτή.
8858,You left the door open.,Αφήσατε την πόρτα ανοιχτή.
8859,You left the lights on.,Αφήσατε τα φώτα αναμμένα.
8860,You left the lights on.,Άφησες τα φώτα αναμμένα.
8861,You left the lights on.,Αφήσατε αναμμένα τα φώτα.
8862,You left the lights on.,Άφησε αναμμένα τα φώτα.
8863,You may be excused now.,μπορείτε να αποχωρήσετε /φύγετε τώρα
8864,You must do it at once.,Πρέπει να το κάνεις αμέσως.
8865,You should be grateful.,Θα 'πρεπε να είσαι ευγνώμων.
8866,You should be grateful.,Θα 'πρεπε να είστε ευγνώμονες.
8867,You should be grateful.,Θα έπρεπε να είσαι ευγνώμων.
8868,You should be grateful.,Θα έπρεπε να είστε ευγνώμονες.
8869,You should be grateful.,Θα 'πρεπε να 'στε ευγνώμονες.
8870,You should be grateful.,Θα 'πρεπε να 'σαι ευγνώμων.
8871,You took the wrong key.,Πήρες το λάθος κλειδί.
8872,You took the wrong key.,Πήρατε το λάθος κλειδί.
8873,"You're Canadian, right?",Είσαι Καναδός· σωστά;
8874,"You're Canadian, right?",Είστε Καναδός· σωστά;
8875,"You're Canadian, right?",Είσαι Καναδή· σωστά;
8876,"You're Canadian, right?",Είστε Καναδή· σωστά;
8877,"You're Canadian, right?",Είστε Καναδέζος· σωστά;
8878,"You're Canadian, right?",Είστε Καναδέζα· σωστά;
8879,"You're Canadian, right?",Είστε Καναδοί· σωστά;
8880,"You're Canadian, right?",Είστε Καναδές· σωστά;
8881,"You're Canadian, right?",Είσαι Καναδέζος· σωστά;
8882,"You're Canadian, right?",Είσαι Καναδέζα· σωστά;
8883,"You're Canadian, right?",Είστε Καναδέζες· σωστά;
8884,"You're Canadian, right?",Είστε Καναδέζοι· σωστά;
8885,You're interrupting me.,Με διακόπτεις.
8886,You're interrupting me.,Με διακόπτετε.
8887,You're not fast enough.,Δεν είσαι αρκετά γρήγορος.
8888,You're not fast enough.,Δεν είσαι αρκετά γρήγορη.
8889,You're not fast enough.,Δεν είστε αρκετά γρήγορος.
8890,You're not fast enough.,Δεν είστε αρκετά γρήγορη.
8891,You're not fast enough.,Δεν είστε αρκετά γρήγοροι.
8892,You're not fast enough.,Δεν είστε αρκετά γρήγορες.
8893,You're not fast enough.,Δεν είσ' αρκετά γρήγορος.
8894,You're not fast enough.,Δεν είσ' αρκετά γρήγορη.
8895,You're three days late.,Έχεις αργήσει τρεις μέρες.
8896,You're three days late.,Έχετε αργήσει τρεις μέρες.
8897,You're very attractive.,Είσαι πολύ ελκυστικός.
8898,You're very attractive.,Είσαι πολύ ελκυστική.
8899,You're very attractive.,Είστε πολύ ελκυστικός.
8900,You're very attractive.,Είστε πολύ ελκυστική.
8901,You're very attractive.,Είστε πολύ ελκυστικοί.
8902,You're very attractive.,Είστε πολύ ελκυστικές.
8903,Your French is perfect.,Τα Γαλλικά σου είναι τέλεια.
8904,Your French is perfect.,Τα Γαλλικά σας είναι τέλεια.
